id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7478737,2010-01-01 18:50:00,1818,3418,$15.95,Swipe Transaction,61791,Virginia Beach,VA,23451.0,5411,
7478738,2010-01-01 18:51:00,47,4952,$43.66,Swipe Transaction,78454,Huntington,WV,25704.0,5812,
7478739,2010-01-01 18:51:00,69,5493,$41.45,Swipe Transaction,30286,Fredericksburg,OH,44627.0,4814,
7478740,2010-01-01 18:51:00,375,5537,$1.19,Swipe Transaction,86438,Statesville,NC,28625.0,5499,
7478741,2010-01-01 18:51:00,819,3245,$40.71,Swipe Transaction,75936,Pittsburgh,PA,15224.0,5814,
7478743,2010-01-01 18:52:00,1428,5116,$10.24,Online Transaction,18563,ONLINE,,,4121,
7478746,2010-01-01 18:54:00,566,4547,$19.12,Swipe Transaction,30055,Saluda,SC,29138.0,7832,
7478747,2010-01-01 18:54:00,909,2583,$59.00,Swipe Transaction,56431,Olympia,WA,98516.0,5541,
7478749,2010-01-01 18:54:00,1808,1184,$55.35,Swipe Transaction,75936,Midland,TX,79701.0,5814,
7478750,2010-01-01 18:54:00,1908,5084,$76.07,Swipe Transaction,75379,Knoxville,TN,37931.0,7538,
7478751,2010-01-01 18:55:00,190,2496,$27.47,Swipe Transaction,82585,Waukegan,IL,60085.0,7832,
7478752,2010-01-01 18:55:00,1083,5173,$42.32,Swipe Transaction,34075,Ashland,KY,41102.0,5812,
7478753,2010-01-01 18:55:00,1463,5499,$16.18,Swipe Transaction,72515,Glasco,NY,12432.0,5814,
7478754,2010-01-01 18:56:00,909,2583,$-59.00,Swipe Transaction,56431,Olympia,WA,98516.0,5541,
7478755,2010-01-01 18:56:00,1129,5492,$52.29,Swipe Transaction,71667,Oceanside,CA,92058.0,7538,
7478756,2010-01-01 18:56:00,1383,4949,$52.95,Swipe Transaction,99115,Somerville,MA,2143.0,5813,
7478757,2010-01-01 18:56:00,1412,3436,$42.07,Swipe Transaction,96811,Bowling Green,KY,42103.0,5812,
7478758,2010-01-01 18:57:00,79,5569,$141.18,Online Transaction,17976,ONLINE,,,4900,
7478759,2010-01-01 18:57:00,156,4604,$83.00,Swipe Transaction,59935,Fontana,CA,92335.0,5499,
7478760,2010-01-01 18:57:00,932,188,$52.85,Swipe Transaction,2703,Coushatta,LA,71019.0,5814,
7478762,2010-01-01 18:59:00,376,118,$266.55,Swipe Transaction,60594,Elmont,NY,11003.0,7802,
7478763,2010-01-01 19:00:00,114,3398,$2.41,Swipe Transaction,41137,North Hollywood,CA,91606.0,5411,
7478764,2010-01-01 19:00:00,121,5952,$37.68,Swipe Transaction,99910,Menasha,WI,54952.0,5193,
7478765,2010-01-01 19:00:00,1169,5763,$35.06,Swipe Transaction,89707,Round Rock,TX,78665.0,4121,
7478766,2010-01-01 19:01:00,38,2526,$32.98,Swipe Transaction,64718,Fort Myers,FL,33901.0,5812,
7478767,2010-01-01 19:01:00,327,5512,$27.88,Online Transaction,39021,ONLINE,,,4784,
7478768,2010-01-01 19:01:00,1966,4087,$-94.00,Swipe Transaction,26810,Paragould,AR,72450.0,5541,
7478769,2010-01-01 19:02:00,456,4576,$53.39,Online Transaction,50404,ONLINE,,,4784,
7478770,2010-01-01 19:04:00,942,4973,$77.90,Swipe Transaction,35451,Prairieville,LA,70769.0,5812,
7478771,2010-01-01 19:04:00,1177,3030,$30.91,Swipe Transaction,6146,Newark,DE,19711.0,4121,
7478772,2010-01-01 19:04:00,1694,5032,$25.18,Swipe Transaction,34120,Cedar Grove,NJ,7009.0,7832,
7478773,2010-01-01 19:05:00,87,109,$22.20,Swipe Transaction,1238,Fayetteville,AR,72703.0,7393,
7478774,2010-01-01 19:05:00,503,1088,$20.10,Swipe Transaction,75936,Chicago,IL,60629.0,5814,
7478775,2010-01-01 19:05:00,1684,2140,$28.12,Online Transaction,39021,ONLINE,,,4784,
7478776,2010-01-01 19:06:00,526,5917,$17.49,Online Transaction,16798,ONLINE,,,4121,
7478777,2010-01-01 19:06:00,826,69,$25.73,Swipe Transaction,60576,Clarkston,GA,30021.0,7832,
7478780,2010-01-01 19:07:00,377,1175,$75.49,Swipe Transaction,19052,Withee,WI,54498.0,5812,
7478781,2010-01-01 19:07:00,514,1123,$44.05,Swipe Transaction,45536,Melbourne,FL,32901.0,5812,
7478782,2010-01-01 19:08:00,511,4707,$49.98,Swipe Transaction,34490,Tucson,AZ,85745.0,5719,
7478784,2010-01-01 19:08:00,1330,4579,$36.63,Online Transaction,15143,ONLINE,,,4784,
7478786,2010-01-01 19:10:00,592,3659,$21.50,Swipe Transaction,22204,Hendersonville,NC,28792.0,5541,
7478787,2010-01-01 19:11:00,1443,3749,$61.55,Swipe Transaction,64565,Waianae,HI,96792.0,5621,
7478788,2010-01-01 19:11:00,1559,2920,$39.11,Swipe Transaction,61195,Acworth,GA,30101.0,5541,Insufficient Balance
7478790,2010-01-01 19:12:00,356,3251,$59.10,Online Transaction,50292,ONLINE,,,7801,
7478791,2010-01-01 19:12:00,1559,2920,$39.11,Swipe Transaction,61195,Acworth,GA,30101.0,5541,Insufficient Balance
7478792,2010-01-01 19:13:00,488,5413,$46.10,Swipe Transaction,78454,Kingsville,TX,78363.0,5812,
7478794,2010-01-01 19:13:00,1772,56,$9.30,Swipe Transaction,20561,El Monte,CA,91731.0,5912,
7478795,2010-01-01 19:13:00,1825,4310,$54.35,Swipe Transaction,44578,Aurora,CO,80013.0,5812,
7478796,2010-01-01 19:14:00,503,1088,$18.50,Swipe Transaction,32175,Chicago,IL,60630.0,7538,
7478797,2010-01-01 19:14:00,754,4122,$42.83,Swipe Transaction,44578,Myrtle Beach,SC,29579.0,5812,
7478798,2010-01-01 19:14:00,987,5090,$109.23,Swipe Transaction,69972,Washington Grove,MD,20880.0,5814,
7478799,2010-01-01 19:14:00,989,2511,$78.92,Swipe Transaction,50909,Chantilly,VA,20152.0,5812,
7478800,2010-01-01 19:14:00,1485,5029,$1.24,Swipe Transaction,88646,Van Alstyne,TX,75495.0,5812,
7478801,2010-01-01 19:14:00,1966,4087,$94.00,Swipe Transaction,26810,Paragould,AR,72450.0,5541,
7478802,2010-01-01 19:14:00,1966,4087,$3.28,Swipe Transaction,26810,Paragould,AR,72450.0,5541,
7478803,2010-01-01 19:15:00,932,220,$62.71,Swipe Transaction,2703,Coushatta,LA,71019.0,5814,
7478804,2010-01-01 19:15:00,1073,2547,$186.19,Swipe Transaction,30286,South Bend,IN,46628.0,4814,
7478805,2010-01-01 19:15:00,1214,5508,$29.04,Swipe Transaction,53601,Foxboro,MA,2035.0,5812,
7478806,2010-01-01 19:16:00,487,2024,$65.07,Swipe Transaction,69972,Albany,NY,12203.0,5814,
7478807,2010-01-01 19:16:00,1559,2920,$69.00,Swipe Transaction,61195,Acworth,GA,30101.0,5541,
7478808,2010-01-01 19:16:00,1830,4083,$73.21,Swipe Transaction,41262,Highlands,NC,28741.0,5411,
7478809,2010-01-01 19:17:00,554,3912,$108.26,Swipe Transaction,75781,League City,TX,77573.0,5411,
7478810,2010-01-01 19:17:00,760,5876,$1.44,Swipe Transaction,14528,Columbus,OH,43228.0,5499,
7478811,2010-01-01 19:17:00,1488,2995,$20.06,Swipe Transaction,26586,Eastlake,OH,44095.0,5813,
7478812,2010-01-01 19:17:00,1559,5797,$48.17,Swipe Transaction,55060,Acworth,GA,30101.0,5812,
7478813,2010-01-01 19:18:00,376,118,$11.42,Swipe Transaction,87071,Vincentown,NJ,8088.0,4121,
7478814,2010-01-01 19:18:00,822,5385,$42.29,Swipe Transaction,75936,Chula Vista,CA,91911.0,5814,
7478815,2010-01-01 19:19:00,205,2861,$80.00,Swipe Transaction,27092,Malta,MT,59538.0,4829,
7478816,2010-01-01 19:19:00,414,2815,$183.40,Swipe Transaction,60569,Blackwood,NJ,8012.0,5300,
7478817,2010-01-01 19:20:00,1383,4949,$128.57,Swipe Transaction,93914,Somerville,MA,2143.0,7538,
7478818,2010-01-01 19:20:00,1987,3668,$68.82,Swipe Transaction,77246,Bell Gardens,CA,90201.0,5300,
7478819,2010-01-01 19:21:00,75,4113,$39.66,Swipe Transaction,1283,Houston,TX,77083.0,7832,
7478821,2010-01-01 19:22:00,1559,2920,$74.00,Swipe Transaction,61195,Acworth,GA,30101.0,5541,
7478822,2010-01-01 19:22:00,1733,5013,$100.00,Swipe Transaction,27092,Barbourville,KY,40906.0,4829,
7478824,2010-01-01 19:23:00,1567,2916,$52.25,Swipe Transaction,1283,Binghamton,NY,13903.0,7832,
7478825,2010-01-01 19:24:00,21,1111,$4.97,Swipe Transaction,48411,Terre Haute,IN,47803.0,5812,
7478826,2010-01-01 19:24:00,674,5348,$13.99,Swipe Transaction,99539,San Diego,CA,92105.0,5813,
7478827,2010-01-01 19:24:00,912,3845,$16.92,Swipe Transaction,6548,Miami,FL,33187.0,7832,
7478829,2010-01-01 19:24:00,1559,2920,$-74.00,Swipe Transaction,61195,Acworth,GA,30101.0,5541,
7478830,2010-01-01 19:25:00,1466,5884,$17.59,Online Transaction,16798,ONLINE,,,4121,
7478831,2010-01-01 19:27:00,185,5361,$41.41,Swipe Transaction,25887,Elizabeth,NJ,7201.0,5814,
7478832,2010-01-01 19:27:00,1330,4579,$132.40,Online Transaction,80770,ONLINE,,,7922,
7478833,2010-01-01 19:28:00,17,4962,$23.94,Swipe Transaction,78454,Hickory,NC,28602.0,5812,
7478834,2010-01-01 19:28:00,474,5845,$410.91,Online Transaction,56276,ONLINE,,,4899,
7478835,2010-01-01 19:28:00,1559,2920,$-69.00,Swipe Transaction,61195,Acworth,GA,30101.0,5541,
7478836,2010-01-01 19:29:00,1428,5116,$8.00,Online Transaction,18563,ONLINE,,,4121,
7478837,2010-01-01 19:29:00,1490,5950,$120.00,Swipe Transaction,27092,Louisville,CO,80027.0,4829,
7478840,2010-01-01 19:30:00,1772,56,$43.45,Swipe Transaction,55060,Rancho Cucamonga,CA,91730.0,5812,
7478841,2010-01-01 19:32:00,729,2217,$56.00,Swipe Transaction,59935,Frankfort,IN,46041.0,5499,
7478842,2010-01-01 19:33:00,1811,3355,$18.72,Swipe Transaction,59073,Los Altos,CA,94024.0,4121,
7478843,2010-01-01 19:34:00,247,4155,$76.04,Swipe Transaction,50783,Lake Charles,LA,70605.0,5411,
7478844,2010-01-01 19:34:00,456,4576,$27.26,Online Transaction,39021,ONLINE,,,4784,
7478845,2010-01-01 19:34:00,509,3446,$54.34,Swipe Transaction,25717,Beaver,WV,25813.0,5812,
7478846,2010-01-01 19:34:00,674,2405,$13.82,Swipe Transaction,99539,San Diego,CA,92105.0,5813,
7478847,2010-01-01 19:34:00,1155,2997,$94.48,Swipe Transaction,84668,Rio Rico,AZ,85648.0,4900,
7478848,2010-01-01 19:34:00,1888,1016,$69.05,Swipe Transaction,59935,Savage,MN,55378.0,5499,
7478849,2010-01-01 19:35:00,369,2982,$74.56,Swipe Transaction,22938,Louisville,KY,40299.0,5812,
7478850,2010-01-01 19:35:00,641,14,$12.01,Swipe Transaction,41943,Columbus,OH,43228.0,5813,
7478851,2010-01-01 19:35:00,1443,4730,$55.08,Online Transaction,70129,ONLINE,,,7801,
7478852,2010-01-01 19:36:00,45,5009,$39.98,Swipe Transaction,3065,Clifton,NJ,7012.0,5813,
7478853,2010-01-01 19:36:00,52,4976,$47.53,Swipe Transaction,25717,Salt Point,NY,12578.0,5812,
7478854,2010-01-01 19:36:00,1098,5179,$57.00,Swipe Transaction,50867,Hawarden,IA,51023.0,5541,
7478855,2010-01-01 19:36:00,1141,237,$143.70,Online Transaction,73186,ONLINE,,,4814,
7478856,2010-01-01 19:36:00,1623,5142,$20.46,Swipe Transaction,92883,Newport,KY,41076.0,5812,
7478857,2010-01-01 19:37:00,602,5979,$19.72,Swipe Transaction,82911,Reidsville,NC,27320.0,5813,
7478858,2010-01-01 19:37:00,979,2613,$-152.00,Swipe Transaction,51300,North Chili,NY,14514.0,3359,
7478859,2010-01-01 19:37:00,1236,5815,$25.17,Swipe Transaction,45926,Colorado Springs,CO,80915.0,5814,
7478860,2010-01-01 19:38:00,729,2217,$52.44,Swipe Transaction,59935,Frankfort,IN,46041.0,5499,
7478861,2010-01-01 19:39:00,0,4639,$7.78,Swipe Transaction,55060,Scarborough,ME,4074.0,5812,
7478862,2010-01-01 19:39:00,1098,5179,$48.21,Swipe Transaction,50867,Hawarden,IA,51023.0,5541,
7478863,2010-01-01 19:39:00,1259,2006,$142.35,Swipe Transaction,36934,Stamford,CT,6902.0,7538,
7478865,2010-01-01 19:39:00,1885,2435,$80.00,Swipe Transaction,27092,Atlanta,GA,31139.0,4829,
7478866,2010-01-01 19:40:00,28,2568,$35.11,Swipe Transaction,98783,Woodbridge,VA,22192.0,7832,Bad PIN
7478867,2010-01-01 19:40:00,421,5075,$28.83,Swipe Transaction,44919,Cedar Rapids,IA,52405.0,5814,
7478868,2010-01-01 19:40:00,1416,4644,$25.23,Swipe Transaction,69972,Camillus,NY,13031.0,5814,
7478869,2010-01-01 19:41:00,729,2217,$-56.00,Swipe Transaction,59935,Frankfort,IN,46041.0,5499,
7478870,2010-01-01 19:41:00,1595,2472,$21.69,Online Transaction,18563,ONLINE,,,4121,
7478872,2010-01-01 19:42:00,118,3848,$56.19,Online Transaction,51397,ONLINE,,,5651,
7478874,2010-01-01 19:42:00,1140,2845,$10.40,Swipe Transaction,75936,Lawrence,KS,66049.0,5814,
7478875,2010-01-01 19:42:00,1464,3677,$82.44,Swipe Transaction,92178,Schenectady,NY,12309.0,4900,
7478877,2010-01-01 19:45:00,1559,5797,$39.81,Swipe Transaction,59935,Acworth,GA,30101.0,5499,
7478878,2010-01-01 19:45:00,1888,1016,$-55.00,Swipe Transaction,59935,Savage,MN,55378.0,5499,
7478879,2010-01-01 19:46:00,855,5916,$1.96,Swipe Transaction,14528,Meridian,MS,39301.0,5499,
7478880,2010-01-01 19:46:00,1098,5179,$-57.00,Swipe Transaction,50867,Hawarden,IA,51023.0,5541,
7478882,2010-01-01 19:47:00,1541,228,$21.15,Swipe Transaction,86008,Clinton,TN,37716.0,5812,
7478883,2010-01-01 19:47:00,1559,5797,$60.00,Swipe Transaction,59935,Acworth,GA,30101.0,5499,
7478884,2010-01-01 19:48:00,1559,5797,$-60.00,Swipe Transaction,59935,Acworth,GA,30101.0,5499,
7478886,2010-01-01 19:50:00,733,3707,$80.73,Swipe Transaction,35451,Brownwood,TX,76801.0,5812,
7478887,2010-01-01 19:50:00,1407,4695,$84.83,Swipe Transaction,19964,Clanton,AL,35046.0,5311,
7478888,2010-01-01 19:50:00,1485,5029,$2.15,Swipe Transaction,79239,Van Alstyne,TX,75495.0,5812,
7478889,2010-01-01 19:50:00,1920,3415,$81.49,Swipe Transaction,30244,Miltona,MN,56354.0,7538,
7478890,2010-01-01 19:51:00,408,4960,$46.63,Swipe Transaction,25717,Barron,WI,54812.0,5812,
7478891,2010-01-01 19:51:00,575,4271,$49.01,Swipe Transaction,35451,Levittown,PA,19056.0,5812,
7478892,2010-01-01 19:51:00,847,5107,$25.19,Swipe Transaction,9028,Fort Gibson,OK,74434.0,5813,
7478893,2010-01-01 19:51:00,869,5490,$25.80,Swipe Transaction,75936,Tucker,GA,30084.0,5814,
7478894,2010-01-01 19:51:00,1228,15,$49.61,Swipe Transaction,17297,Austin,TX,78705.0,5812,
7478896,2010-01-01 19:51:00,1512,95,$25.42,Swipe Transaction,75936,Indianapolis,IN,46236.0,5814,
7478897,2010-01-01 19:51:00,1619,3015,$40.58,Swipe Transaction,45741,Sherman,TX,75090.0,5812,
7478900,2010-01-01 19:52:00,1169,3389,$33.64,Online Transaction,41122,ONLINE,,,4784,
7478901,2010-01-01 19:52:00,1341,1008,$40.00,Swipe Transaction,27092,Lagrange,IN,46761.0,4829,
7478903,2010-01-01 19:53:00,942,4973,$41.73,Swipe Transaction,35451,Prairieville,LA,70769.0,5812,
7478904,2010-01-01 19:54:00,184,4935,$4.28,Swipe Transaction,50783,Middleton,WI,53562.0,5411,
7478906,2010-01-01 19:54:00,1168,3239,$390.17,Swipe Transaction,31883,Atlantic City,NJ,8401.0,7995,
7478907,2010-01-01 19:55:00,1259,5406,$150.21,Swipe Transaction,48038,Wilton,CT,6897.0,5812,Technical Glitch
7478908,2010-01-01 19:55:00,1452,3801,$18.12,Swipe Transaction,75781,Houston,TX,77058.0,5411,
7478909,2010-01-01 19:55:00,1475,1177,$27.61,Online Transaction,80770,ONLINE,,,7922,
7478911,2010-01-01 19:56:00,28,2568,$21.29,Swipe Transaction,98783,Woodbridge,VA,22192.0,7832,
7478912,2010-01-01 19:56:00,414,2815,$108.93,Swipe Transaction,87625,Morristown,NJ,7960.0,5812,
7478914,2010-01-01 19:57:00,1259,5406,$105.56,Swipe Transaction,48038,Wilton,CT,6897.0,5812,
7478916,2010-01-01 19:57:00,1888,1016,$55.00,Swipe Transaction,59935,Savage,MN,55378.0,5499,
7478917,2010-01-01 19:58:00,92,2802,$20.88,Swipe Transaction,41548,Sioux Falls,SD,57106.0,5300,
7478918,2010-01-01 19:58:00,118,2792,$35.23,Swipe Transaction,69972,Birmingham,AL,35212.0,5814,
7478919,2010-01-01 19:58:00,547,5526,$100.00,Swipe Transaction,27092,Eagle,WI,53119.0,4829,
7478920,2010-01-01 19:58:00,795,5162,$88.76,Swipe Transaction,20884,Dallas,TX,75208.0,5812,
7478921,2010-01-01 19:58:00,979,5421,$215.87,Swipe Transaction,51300,North Chili,NY,14514.0,3359,
7478923,2010-01-01 19:59:00,876,5773,$121.22,Swipe Transaction,53449,Corfu,NY,14036.0,4900,
7478925,2010-01-01 20:00:00,190,2088,$6.57,Swipe Transaction,59935,Skokie,IL,60077.0,5499,
7478926,2010-01-01 20:00:00,502,2018,$-60.00,Swipe Transaction,43293,Ford City,PA,16226.0,5499,
7478927,2010-01-01 20:00:00,1008,5850,$2.67,Swipe Transaction,27076,Chicago,IL,60630.0,5921,
7478928,2010-01-01 20:00:00,1079,2842,$73.68,Swipe Transaction,84758,Rockville Centre,NY,11570.0,5813,
7478929,2010-01-01 20:00:00,1340,2954,$11.96,Swipe Transaction,69972,Houston,TX,77064.0,5814,
7478930,2010-01-01 20:02:00,933,2523,$98.00,Swipe Transaction,61195,Skiatook,OK,74070.0,5541,
7478931,2010-01-01 20:03:00,669,1151,$33.72,Swipe Transaction,90041,Plattsburgh,NY,12901.0,5812,
7478933,2010-01-01 20:03:00,1613,4549,$119.56,Online Transaction,84682,ONLINE,,,4900,
7478935,2010-01-01 20:03:00,1904,2498,$67.00,Swipe Transaction,61195,Mcalester,OK,74501.0,5541,
7478937,2010-01-01 20:04:00,933,2523,$44.51,Swipe Transaction,61195,Skiatook,OK,74070.0,5541,
7478938,2010-01-01 20:04:00,1145,5444,$18.48,Online Transaction,16798,ONLINE,,,4121,
7478939,2010-01-01 20:04:00,1736,113,$6.94,Swipe Transaction,61482,Brooklyn,NY,11211.0,5411,
7478940,2010-01-01 20:04:00,1904,2498,$-67.00,Swipe Transaction,61195,Mcalester,OK,74501.0,5541,
7478943,2010-01-01 20:05:00,566,2543,$15.92,Swipe Transaction,14005,Mc Bee,SC,29101.0,4121,
7478944,2010-01-01 20:05:00,1651,3450,$-122.00,Swipe Transaction,3558,Corpus Christi,TX,78418.0,3640,
7478945,2010-01-01 20:06:00,190,3363,$47.95,Swipe Transaction,40475,Arlington Heights,IL,60005.0,7802,
7478946,2010-01-01 20:06:00,726,3391,$59.53,Swipe Transaction,44919,Harbor City,CA,90710.0,5814,
7478948,2010-01-01 20:07:00,1559,5797,$67.21,Swipe Transaction,25887,Acworth,GA,30101.0,5814,
7478949,2010-01-01 20:07:00,1882,5882,$60.85,Swipe Transaction,20884,Union City,CA,94587.0,5812,
7478950,2010-01-01 20:07:00,1896,2944,$37.94,Swipe Transaction,45926,Monroe,MI,48161.0,5814,
7478951,2010-01-01 20:08:00,135,2808,$39.76,Swipe Transaction,25887,Lancaster,OH,43130.0,5814,
7478952,2010-01-01 20:08:00,467,4278,$20.85,Swipe Transaction,59793,Chattanooga,TN,37415.0,5813,
7478953,2010-01-01 20:08:00,1140,2845,$41.68,Swipe Transaction,31603,Lawrence,KS,66049.0,5813,
7478954,2010-01-01 20:08:00,1435,4294,$12.05,Swipe Transaction,77948,Alpharetta,GA,30004.0,4121,
7478955,2010-01-01 20:08:00,1812,2531,$100.00,Swipe Transaction,27092,Searcy,AR,72143.0,4829,
7478956,2010-01-01 20:09:00,103,110,$19.80,Swipe Transaction,100212,Raleigh,NC,27610.0,5812,
7478957,2010-01-01 20:09:00,502,2018,$60.00,Swipe Transaction,43293,Ford City,PA,16226.0,5499,
7478959,2010-01-01 20:10:00,933,2523,$-98.00,Swipe Transaction,61195,Skiatook,OK,74070.0,5541,
7478960,2010-01-01 20:10:00,1357,4611,$15.19,Swipe Transaction,82981,Tacoma,WA,98404.0,5912,
7478961,2010-01-01 20:11:00,1398,200,$22.66,Swipe Transaction,75936,Parsippany,NJ,7054.0,5814,
7478962,2010-01-01 20:12:00,369,2443,$76.63,Swipe Transaction,75936,Louisville,KY,40299.0,5814,
7478963,2010-01-01 20:12:00,415,3225,$19.51,Swipe Transaction,75936,Washington Court House,OH,43160.0,5814,
7478965,2010-01-01 20:12:00,1969,4981,$2.11,Swipe Transaction,14528,Englewood,FL,34223.0,5499,
7478967,2010-01-01 20:13:00,1407,5966,$88.36,Online Transaction,70129,ONLINE,,,7801,
7478968,2010-01-01 20:13:00,1827,3395,$117.47,Swipe Transaction,69965,Las Vegas,NV,89109.0,7995,
7478969,2010-01-01 20:14:00,369,2443,$83.33,Swipe Transaction,75936,Louisville,KY,40299.0,5814,Insufficient Balance
7478970,2010-01-01 20:14:00,992,5007,$54.66,Swipe Transaction,13109,Chesterfield,VA,23832.0,5812,
7478971,2010-01-01 20:14:00,1203,3429,$34.91,Swipe Transaction,91264,Lake George,NY,12845.0,5814,
7478973,2010-01-01 20:16:00,1234,22,$16.36,Online Transaction,18563,ONLINE,,,4121,
7478974,2010-01-01 20:16:00,1904,2498,$40.02,Swipe Transaction,61195,Mcalester,OK,74501.0,5541,
7478975,2010-01-01 20:17:00,293,4260,$11.68,Swipe Transaction,39754,Norman,OK,73071.0,4121,
7478976,2010-01-01 20:17:00,1361,2880,$4.55,Swipe Transaction,75781,Highland Park,MI,48203.0,5411,
7478977,2010-01-01 20:17:00,1675,4692,$55.92,Swipe Transaction,25717,Puyallup,WA,98374.0,5812,
7478978,2010-01-01 20:18:00,170,5985,$50.83,Swipe Transaction,32175,Oklahoma City,OK,73119.0,7538,
7478979,2010-01-01 20:18:00,261,30,$5.65,Swipe Transaction,9126,Henderson,NV,89002.0,5912,
7478980,2010-01-01 20:18:00,734,4990,$5.04,Swipe Transaction,88699,Buffalo,NY,14211.0,5921,
7478981,2010-01-01 20:19:00,1168,3239,$583.16,Swipe Transaction,34795,Berkeley Heights,NJ,7922.0,7995,
7478982,2010-01-01 20:19:00,1520,3329,$48.61,Swipe Transaction,97893,San Francisco,CA,94112.0,5812,
7478983,2010-01-01 20:19:00,1811,3355,$52.17,Online Transaction,18563,ONLINE,,,4121,
7478985,2010-01-01 20:20:00,704,2168,$236.15,Swipe Transaction,43400,Mount Kisco,NY,10549.0,5411,
7478987,2010-01-01 20:20:00,1856,257,$0.92,Swipe Transaction,43293,Fayetteville,NC,28312.0,5499,
7478988,2010-01-01 20:21:00,79,2931,$80.00,Swipe Transaction,27092,Milton,FL,32570.0,4829,
7478989,2010-01-01 20:21:00,1074,5961,$18.90,Online Transaction,39261,ONLINE,,,5815,
7478990,2010-01-01 20:21:00,1330,4579,$29.31,Online Transaction,15143,ONLINE,,,4784,
7478991,2010-01-01 20:22:00,502,2018,$54.02,Swipe Transaction,43293,Ford City,PA,16226.0,5499,
7478993,2010-01-01 20:23:00,483,2121,$25.97,Swipe Transaction,64820,Burlington,WA,98233.0,4121,
7478994,2010-01-01 20:23:00,550,163,$80.00,Swipe Transaction,27092,Rockford,MI,49341.0,4829,Insufficient Balance
7478995,2010-01-01 20:23:00,1238,1195,$105.12,Swipe Transaction,10186,Arlington,VA,22203.0,5812,
7478996,2010-01-01 20:25:00,1209,3362,$97.04,Swipe Transaction,50783,New Rochelle,NY,10801.0,5411,
7478997,2010-01-01 20:25:00,1651,3450,$257.46,Swipe Transaction,3558,Corpus Christi,TX,78418.0,3640,
7478998,2010-01-01 20:26:00,550,1,$40.00,Swipe Transaction,27092,Rockford,MI,49341.0,4829,
7478999,2010-01-01 20:26:00,1237,2092,$27.75,Online Transaction,96246,ONLINE,,,4784,
7479000,2010-01-01 20:28:00,994,2889,$0.97,Swipe Transaction,20561,Lakewood,NJ,8701.0,5912,
7479001,2010-01-01 20:28:00,1236,5351,$17.40,Swipe Transaction,83038,Colorado Springs,CO,80913.0,5812,
7479002,2010-01-01 20:29:00,38,2526,$32.48,Online Transaction,87530,ONLINE,,,4900,
7479003,2010-01-01 20:29:00,190,3363,$37.73,Swipe Transaction,2703,Skokie,IL,60077.0,5814,
7479004,2010-01-01 20:29:00,456,4576,$43.00,Swipe Transaction,30055,Fort Myers,FL,33919.0,7832,
7479006,2010-01-01 20:30:00,317,5411,$73.00,Swipe Transaction,59935,Paradise,CA,95969.0,5499,
7479007,2010-01-01 20:30:00,564,5887,$39.22,Swipe Transaction,75936,Auburn,ME,4210.0,5814,
7479008,2010-01-01 20:30:00,933,2523,$-96.00,Swipe Transaction,61195,Skiatook,OK,74070.0,5541,
7479009,2010-01-01 20:30:00,1002,1149,$-469.00,Swipe Transaction,66149,Orlando,FL,32814.0,7011,
7479010,2010-01-01 20:30:00,1523,4521,$15.40,Swipe Transaction,19756,Greensboro,NC,27410.0,7832,
7479011,2010-01-01 20:30:00,1827,3395,$121.48,Swipe Transaction,34488,Arcadia,CA,91007.0,7802,
7479012,2010-01-01 20:31:00,180,5453,$15.73,Swipe Transaction,93938,Glendale,AZ,85301.0,7995,
7479013,2010-01-01 20:31:00,293,4260,$6.63,Swipe Transaction,72388,Norman,OK,73071.0,5300,
7479015,2010-01-01 20:31:00,641,4718,$14.37,Swipe Transaction,41943,Columbus,OH,43228.0,5813,
7479016,2010-01-01 20:31:00,1340,3272,$15.51,Swipe Transaction,19821,Houston,TX,77064.0,5812,
7479017,2010-01-01 20:32:00,868,2233,$13.18,Swipe Transaction,89245,Oklahoma City,OK,73110.0,5411,
7479019,2010-01-01 20:32:00,992,4928,$43.27,Swipe Transaction,25887,Chesterfield,VA,23832.0,5814,
7479020,2010-01-01 20:32:00,1809,2114,$21.98,Swipe Transaction,13078,Broad Run,VA,20137.0,7538,
7479021,2010-01-01 20:32:00,1919,4302,$10.17,Swipe Transaction,61195,East Hampton,NY,11937.0,5541,
7479022,2010-01-01 20:33:00,1002,1149,$238.43,Swipe Transaction,66149,Orlando,FL,32814.0,7011,
7479023,2010-01-01 20:33:00,1140,41,$38.73,Swipe Transaction,31603,Lawrence,KS,66049.0,5813,
7479024,2010-01-01 20:33:00,1542,2906,$51.52,Swipe Transaction,22938,Cleveland,OH,44118.0,5812,
7479025,2010-01-01 20:33:00,1908,5945,$45.12,Swipe Transaction,19756,Collierville,TN,38017.0,7832,
7479026,2010-01-01 20:35:00,1058,4102,$62.66,Swipe Transaction,44919,Charlotte,TN,37036.0,5814,
7479027,2010-01-01 20:37:00,241,3921,$59.71,Swipe Transaction,92883,Rockingham,NC,28379.0,5812,
7479028,2010-01-01 20:37:00,317,5411,$-73.00,Swipe Transaction,59935,Paradise,CA,95969.0,5499,
7479029,2010-01-01 20:38:00,520,5104,$28.81,Swipe Transaction,91526,Mifflinville,PA,18631.0,5812,
7479031,2010-01-01 20:38:00,1881,2554,$12.59,Swipe Transaction,75612,Carleton,MI,48117.0,5813,
